State,Specialty,Count,state_total,specialty_total,expected,location_quotient
NC,Undersea and Hyperbaric Medicine,2,44019,112.0,3.571956018988112,0.559917308434994
AZ,Acupuncturist,1,29429,57.0,1.2153413339206742,0.8228141116323379
NY,Radiology,6,104092,32.0,2.4133218183609713,2.486199707950659
PR,Critical Care (Intensivists),5,11379,2041.0,16.8265472761101,0.2971494934732612
NV,Hospice and Palliative Care,4,10293,1375.0,10.25398266378406,0.3900923310634765
DC,Preventive Medicine,2,5191,1051.0,3.9527709834288727,0.5059741655624781
WV,Certified Registered Nurse Anesthetist (CRNA),4,8487,251.0,1.5433905314468872,2.591696604650093
GU,Psychiatry & Neurology,2,176,15996.0,2.039726654649363,0.9805235399759031
ND,Clinical Cardiac Electrophysiology,6,3423,2624.0,6.507566843834949,0.9220035912015562
OR,Oral & Maxillofacial Surgery,7,19079,595.0,8.224707875197792,0.8510940578338365
NE,Hand Surgery,10,8338,1560.0,9.423980895965316,1.061122694368077
VI,Nurse Practitioner,22,187,258700.0,35.049832202122545,0.6276777552922985
RI,Undefined Physician type,1,5750,178.0,0.7415420016345078,1.3485412799218368
DE,Osteopathic Manipulative Medicine,1,4341,680.0,2.1386839313970407,0.4675772727888667
NC,Neurological Surgery,7,44019,561.0,17.89167255939581,0.3912434668565377
NH,Thoracic Surgery (Cardiothoracic Vascular Surgery),1,7126,292.0,1.5075668438349494,0.6633205048846785
WY,Endocrinology,2,2187,6582.0,10.42928580122762,0.19176768554607854
TX,Licensed Vocational Nurse,2,92813,5.0,0.3362224611514586,5.948442567312768
FL,Other Clinic/Center,1,93928,14.0,0.9527325840873129,1.0496124691252875
CO,Program of All-Inclusive Care for the Elderly (PACE) Provider Organization,1,23912,2.0,0.03464924737290542,28.86065573770492
OH,Pediatrics,3,53444,18.0,0.6969784789803454,4.304293590799092
KS,Gynecological Oncology,4,11495,1038.0,8.644785804125684,0.4627066639512362
AL,"Neuromusculoskeletal Medicine, Sports Medicine",1,17811,49.0,0.6323132632774779,1.5814945819998878
CA,Independent Medical Examiner,4,139057,15.0,1.5112350677277444,2.646841702802927
OH,Registered Nurse,17,53444,765.0,29.621585356664678,0.5739058121065456
FL,Peripheral Vascular Disease,7,93928,55.0,3.7428780089144436,1.870218581350512
PR,Colon & Rectal Surgery,1,11379,115.0,0.9480906108538275,1.0547515063981323
PA,Thoracic Surgery (Cardiothoracic Vascular Surgery),20,64171,292.0,13.575929264065751,1.4731956546752332
WY,Certified Registered Nurse Anesthetist (CRNA),1,2187,251.0,0.3977135727906613,2.5143723232356354
TX,Clinic/Center,6,92813,191.0,12.843698015985717,0.4671551754434112
HI,Acupuncturist,2,4975,57.0,0.20545459024279977,9.73451115225249
DC,Registered Nurse,3,5191,765.0,2.8771358728097884,1.042703623541499
HI,Pulmonary Disease,20,4975,9770.0,35.21563766091498,0.5679295145121719
NH,Maxillofacial Surgery,4,7126,821.0,4.238741023248266,0.9436764308225389
AS,Internal Medicine,1,2,128195.0,0.1857586260860493,5.383330083076563
OR,Hematology,11,19079,854.0,11.804874832636832,0.9318184356845867
MD,Licensed Professional Counselor,4,26786,98.0,1.9018744674808292,2.1031882326588516
DE,Midwife,1,4341,139.0,0.43717215656498326,2.2874283848663985
NC,Doula,1,44019,1.0,0.031892464455251,31.355369272359667
NC,Personal Emergency Response Attendant,2,44019,55.0,1.754085545038805,1.1401952462676241
NM,Surgery,1,8297,465.0,2.7952583333816343,0.35774868750332095
OR,Physical Medicine & Rehabilitation,1,19079,46.0,0.6358597685026866,1.5726738025190454
MD,Colon & Rectal Surgery,2,26786,115.0,2.2317914669417895,0.8961410730459455
TX,Undefined Physician type,6,92813,178.0,11.969519616991926,0.5012732500544468
MN,Osteopathic Manipulative Medicine,3,25375,680.0,12.50152148334483,0.2399707910750507
LA,Hematology,2,20543,854.0,12.710705156814218,0.15734768254991727
VA,Colon & Rectal Surgery,4,32413,115.0,2.7006293144920566,1.4811362590694286
VI,Podiatry,1,187,15771.0,2.136725564977482,0.46800581992874624
MA,Physical Medicine & Rehabilitation,1,39945,46.0,1.3312761912490074,0.7511589304859398
WY,Anesthesiology,8,2187,6162.0,9.76378898619942,0.819354044962213
SC,"Psychologist, Clinical",2,21448,232.0,3.6051446423499818,0.5547627622220221
PA,Program of All-Inclusive Care for the Elderly (PACE) Provider Organization,1,64171,2.0,0.09298581687716267,10.754328279129203
PR,Lodging,1,11379,1.0,0.00824426618133763,121.29642323578521
AK,Specialist,3,3054,2763.0,6.1136113349060155,0.49070832862261415
WY,Pain Management,2,2187,2816.0,4.461997693141443,0.44822972523589805
WY,Interventional Pain Management,1,2187,1615.0,2.558993705406048,0.3907786087505538
OK,Peer Specialist,1,14030,3.0,0.030494873325643806,32.79239724400095
NE,Surgery,6,8338,465.0,2.8090712286050463,2.1359372944699353
GU,Hand Surgery,1,176,1560.0,0.19892307959821248,5.027068764568765
VI,Medical Oncology,1,187,3617.0,0.490047325377183,2.0406192386221336
AR,Other Clinic/Center,1,11827,14.0,0.11996389012861605,8.335841718102648
LA,Hematopoietic Cell Transplantation and Cellular Therapy,2,20543,147.0,2.187908264697529,0.9141151081471386
CA,Health Maintenance Organization,3,139057,7.0,0.7052430316062807,4.253852736647562
MO,Military Health Care Provider,1,25377,75.0,1.3789529586330413,0.7251878998042848
DE,Hospice and Palliative Care,5,4341,1375.0,4.324544714221957,1.1561910745324706
MN,Colon & Rectal Surgery,5,25375,115.0,2.1142278979186107,2.364929535232384
RI,Thoracic Surgery,5,5750,1613.0,6.719703644025063,0.7440804334348634
PR,Osteopathic Manipulative Medicine,1,11379,680.0,5.606101003309589,0.17837709299380178
NE,Certified Nurse Midwife,7,8338,2911.0,17.585389992407073,0.3980577060288355
WY,Plastic Surgery,1,2187,1407.0,2.229414330344464,0.4485482964691858
SD,Preventive Medicine,1,4029,1051.0,3.067947272632427,0.3259508430671164
GU,Otolaryngology,2,176,10640.0,1.3567574146955004,1.4741028708133972
CT,Surgery,5,19551,465.0,6.586729622266402,0.7591020562158083
DE,Neuropsychiatry,4,4341,2639.0,8.299980727877632,0.48192882985438334
PA,Registered Dietitian or Nutrition Professional,1,64171,14.0,0.6509007181401387,1.5363326113041718
RI,Music Therapist,1,5750,1.0,0.00416596630131746,240.04034782608696
MP,Internal Medicine,4,32,128195.0,2.9721380173767886,1.3458325207691408
IA,Midwife,3,13211,139.0,1.3304495186316503,2.254876985551064
DE,Orthopaedic Surgery,1,4341,2630.0,8.271674617020906,0.1208945039910378
MA,Hematopoietic Cell Transplantation and Cellular Therapy,1,39945,147.0,4.254295654643567,0.2350565360704302
OR,Pathology,3,19079,668.0,9.233789681734665,0.3248936897419585
NH,Undersea and Hyperbaric Medicine,1,7126,112.0,0.5782448168134053,1.7293713163064832
CT,Naturopath,3,19551,1718.0,24.33548707753479,0.12327676000245084
MO,Registered Nurse,6,25377,765.0,14.065320178057023,0.4265811175319322
IL,Radiology,1,53002,32.0,1.2288252989352515,0.8137853288555149
CA,Advanced Practice Dental Therapist,1,139057,3.0,0.30224701354554884,3.3085521285036594
AK,Hand Surgery,1,3054,1560.0,3.451767528937164,0.28970664785988953
WA,Speech Language Pathologist,1,32568,15.0,0.35394049695993135,2.8253336608531896
LA,Case Manager/Care Coordinator,2,20543,19.0,0.2827908641445786,7.072364257769967
WY,Medical Genetics and Genomics,1,2187,120.0,0.19014194715091376,5.259228776101204
IL,Psychologist,2,53002,42.0,1.6128332048525176,1.2400538344464989
MO,Adult Congenital Heart Disease,1,25377,53.0,0.9744600907673493,1.0262092921758745
AR,Case Manager/Care Coordinator,2,11827,19.0,0.1628081366031218,12.284398321414427
KS,Pathology,5,11495,668.0,5.56331109552597,0.8987453540070793
IA,Cardiac Surgery,1,13211,673.0,6.441672849202163,0.1552391783019306
MI,"Neuromusculoskeletal Medicine, Sports Medicine",2,46434,49.0,1.6484663447884125,1.2132489124348538
FL,Mass Immunizer Roster Biller,1,93928,3.0,0.2041569823044242,4.898191522584675
NC,Behavior Analyst,1,44019,16.0,0.510279431284016,1.9597105795224792
WV,Clinic/Center,1,8487,191.0,1.174452555802213,0.8514605337266666
TX,Pharmacy,4,92813,128.0,8.60729500547734,0.46472207557131007
FL,Medicare Diabetes Preventive Program,1,93928,7.0,0.47636629204365644,2.099224938250575
FL,Physical Therapist in Private Practice,1,93928,23.0,1.5652035310005854,0.638894546424088
NV,Colon & Rectal Surgery,1,10293,115.0,0.8576058227892123,1.1660368591571308
NH,Neurological Surgery,1,7126,561.0,2.896386984217146,0.34525773159772927
UT,Unknown Supplier/Provider Specialty,1,11191,7.0,0.05675640037327058,17.61915825216692
MN,"Specialist/Technologist, Other",1,25375,10.0,0.18384590416683572,5.4393379310344825
NH,Naprapath,1,7126,4.0,0.02065160060047876,48.422396856581535
WA,Peripheral Vascular Disease,1,32568,55.0,1.297781822186415,0.7705455438690516
GA,Acupuncturist,1,36843,57.0,1.5215202951387883,0.6572373718543025
CA,Case Management,1,139057,1.0,0.10074900451518295,9.925656385510978
TX,Durable Medical Equipment & Medical Supplies,2,92813,9.0,0.6052004300726255,3.3046903151737603
CA,Licensed Clinical Social Worker,1,139057,41.0,4.130709185122501,0.2420891801344141
OH,Occupational Therapy Assistant,1,53444,2.0,0.07744205322003837,12.912880772397274
PA,Personal Emergency Response Attendant,2,64171,55.0,2.557109964121974,0.7821329657548509
WY,Undefined Physician type,1,2187,178.0,0.2820438882738554,3.5455474895064296
TX,Independent Medical Examiner,1,92813,15.0,1.0086673834543758,0.9914070945521282
MD,Midwife,1,26786,139.0,2.69755664265138,0.370705839569366
CA,Psychiatric Residential Treatment Facility,1,139057,2.0,0.2014980090303659,4.962828192755489
CT,Clinic or Group Practice,1,19551,42.0,0.5949304174950298,1.6808688387635755
WV,Licensed Clinical Social Worker,1,8487,41.0,0.2521076166905274,3.966560047360813
MN,Licensed Professional Counselor,1,25375,98.0,1.80168986083499,0.5550344827586207
NH,Addiction Medicine,1,7126,405.0,2.0909745607984744,0.4782458948798176
WV,Undefined Physician type,1,8487,178.0,1.0945159944125336,0.9136458536055805
PR,Advanced Heart Failure and Transplant Cardiology,1,11379,784.0,6.463504686168702,0.1547148255558485
VA,Licensed Professional Counselor,1,32413,98.0,2.301405850610622,0.4345170147780212
VA,Counselor,2,32413,35.0,0.821930660932365,2.4332952827569185
OR,Mass Immunizer Roster Biller,1,19079,3.0,0.041469115337131726,24.114331638625366
OH,Medical Toxicology,1,53444,33.0,1.277793878130633,0.782598834690744
WA,Other Clinic/Center,1,32568,14.0,0.3303444638292693,3.027143208056988
NV,Advanced Heart Failure and Transplant Cardiology,2,10293,784.0,5.8466344788412385,0.3420771398037501
SC,Medical Genetics and Genomics,2,21448,120.0,1.8647299874224044,1.0725413402959094
VT,Acupuncturist,1,2878,57.0,0.11885393180276939,8.413688843373201
DE,Cardiac Surgery,1,4341,673.0,2.1166680673973652,0.47244063223837945
WV,Independent Medical Examiner,1,8487,15.0,0.09223449391116856,10.841930796119556
MN,Midwife,1,25375,139.0,2.5554580679190164,0.3913192756139916
WY,Thoracic Surgery,1,2187,1613.0,2.5558246729535323,0.3912631451532204
CA,Social Worker,2,139057,13.0,1.3097370586973784,1.5270240593093811
NE,General Acute Care Hospital,1,8338,75.0,0.4530760046137171,2.2071352042856
MN,Chiropractic,1,25375,46.0,0.8456911591674443,1.182464767616192
WV,Pharmacy,1,8487,128.0,0.787067681375305,1.2705387651702604
UT,Pediatrics,1,11191,18.0,0.1459450295312672,6.851894875842691
KS,Oral & Maxillofacial Surgery,3,11495,595.0,4.955344463829269,0.605406954430315
MI,Slide Preparation Facility,1,46434,4.0,0.13456868120721735,7.431149588663478
WV,Plastic Surgery,1,8487,1407.0,8.651595528867611,0.11558561616332147
AK,Naturopath,1,3054,1718.0,3.8013696248166973,0.2630630795468147
MO,Psychologist,1,25377,42.0,0.7722136568345032,1.2949783925076512
WI,"Neuromusculoskeletal Medicine, Sports Medicine",1,25408,49.0,0.9020164725930133,1.1086272040302267
ME,Acupuncturist,1,7200,57.0,0.2973413165322931,3.3631384015594543
RI,"Psychologist, Clinical",1,5750,232.0,0.9665041819056507,1.0346566716641679
OH,Military Health Care Provider,1,53444,75.0,2.904076995751439,0.34434348726392733
NC,Integrative Medicine,1,44019,24.0,0.7654191469260241,1.3064737196816525
VT,Geriatric Psychiatry,1,2878,171.0,0.3565617954083082,2.8045629477910667
AL,"Emergency Medical Technician, Paramedic",1,17811,2.0,0.02580870462357053,38.74661725899725
PA,Nurse Practitioner,9558,64171,258700.0,12027.715413060992,0.7946646284647616
NC,Nurse Practitioner,8253,44019,258700.0,8250.580554573435,1.000293245476553
FL,Emergency Medicine,3129,93928,54586.0,3714.704345356433,0.8423281394955179
NC,Dentist,3775,44019,131246.0,4185.758389893873,0.9018676302756482
TX,Student in an Organized Health Care Education/Training Program,4152,92813,66661.0,4482.585096563476,0.9262512390859203
WA,Family Practice,3807,32568,116485.0,2748.5839192251738,1.3850768657167993
IL,Optometry,1231,53002,33182.0,1274.2150334146722,0.9660849760194216
FL,Family Practice,7004,93928,116485.0,7927.075361243617,0.883554108018622
NY,Optometry,1609,104092,33182.0,2502.4638930266797,0.6429663199071963
KS,Internal Medicine,713,11495,128195.0,1067.6477034295683,0.6678232882529082
CO,Nurse Practitioner,4116,23912,258700.0,4481.880147685317,0.9183645845875025
NY,Obstetrics & Gynecology,2550,104092,34222.0,2580.896852123411,0.9880286373715436
WA,Psychiatry & Neurology,288,32568,15996.0,377.4421459580708,0.7630308461418966
MA,Emergency Medicine,1342,39945,54586.0,1579.7617864243114,0.8494951653676408
RI,Student in an Organized Health Care Education/Training Program,246,5750,66661.0,277.70747961212317,0.8858241785334362
MO,Obstetrics & Gynecology,653,25377,34222.0,629.2070420045326,1.037814195339689
CO,Dentist,2491,23912,131246.0,2273.7875603521725,1.0955289066733152
OH,Optometry,1391,53444,33182.0,1284.8411049736567,1.0826241428729195
SC,Student in an Organized Health Care Education/Training Program,418,21448,66661.0,1035.8730474297074,0.40352435178922325
NM,Physician Assistant,697,8297,129409.0,777.9173885259869,0.8959820287867446
WV,Student in an Organized Health Care Education/Training Program,735,8487,66661.0,409.8962399074938,1.7931367220296441
FL,Internal Medicine,8994,93928,128195.0,8723.968115505219,1.0309528738435954
MA,Internal Medicine,5119,39945,128195.0,3710.0641595036195,1.3797605054584516
LA,Internal Medicine,1673,20543,128195.0,1908.0197278428554,0.8768253155806932
CA,Student in an Organized Health Care Education/Training Program,4754,139057,66661.0,6716.029389986611,0.7078587248423994
IL,Orthopaedic Surgery,149,53002,2630.0,100.99407925624098,1.4753340106399602
LA,Emergency Medicine,900,20543,54586.0,812.4432689576824,1.1077696552950063
SC,Dermatology,167,21448,14371.0,223.31695541039477,0.7478160343584311
VA,Hospitalist,580,32413,19522.0,458.4494389349037,1.2651340600339476
IL,Obstetrics & Gynecology,1410,53002,34222.0,1314.151855630068,1.0729353643258965
NH,Nurse Practitioner,1642,7126,258700.0,1335.6422688359637,1.2293710960727775
NH,Dentist,561,7126,131246.0,677.6099931026089,0.8279098680810764
TX,Dermatology,1079,92813,14371.0,966.3705978415223,1.1165488710128866
OK,Certified Clinical Nurse Specialist,101,14030,2049.0,20.827998481414717,4.849241759361781
NE,Physician Assistant,1162,8338,129409.0,781.7615024140869,1.4863868282228443
IA,Hospitalist,206,13211,19522.0,186.85637052321638,1.102451039925369
AR,Internal Medicine,744,11827,128195.0,1098.4836353598525,0.6772972997055826
AR,Family Practice,1370,11827,116485.0,998.1424101165601,1.372549634315223
KS,Emergency Medicine,326,11495,54586.0,454.60913092871345,0.7170995429282734
MA,Family Practice,1717,39945,116485.0,3371.1675464704485,0.509319093854492
LA,Family Practice,1390,20543,116485.0,1733.731253151644,0.8017390223964665
CA,Neurology,1614,139057,14711.0,1482.1186054228565,1.0889816740000489
NC,Podiatry,307,44019,15771.0,502.97605692376357,0.6103670259726344
WA,Emergency Medicine,991,32568,54586.0,1288.0130644703208,0.7694021336713198
TX,Ophthalmology,1340,92813,19645.0,1321.018049864081,1.0143691830235568
OR,Family Practice,1924,19079,116485.0,1610.1766333485964,1.194899963241152
FL,Radiation Oncology,380,93928,4884.0,332.3675671916026,1.1433125175566194
PA,Dentist,5126,64171,131246.0,6102.008260930046,0.8400513045550537
CT,Physician Assistant,2382,19551,129409.0,1833.0797713717693,1.2994524500248295
MO,Midwife,2,25377,139.0,2.555659483333237,0.7825768702923935
WI,Certified Clinical Nurse Specialist,17,25408,2049.0,37.7190153539405,0.45070105463991156
FL,Certified Nurse Midwife,185,93928,2911.0,198.10032516272628,0.9338702490671571
FL,Otolaryngology,647,93928,10640.0,724.0767639063578,0.8935516677948171
WA,Internal Medicine,2269,32568,128195.0,3024.8934671852267,0.7501090615635423
OH,General Practice,132,53444,9086.0,351.8192477786343,0.3751926616677175
GA,Pediatric Medicine,255,36843,8801.0,234.92807223713115,1.0854386092378465
SC,General Surgery,441,21448,22083.0,343.15693593540794,1.2851262900978022
KS,Family Practice,1428,11495,116485.0,970.123193057399,1.4719780026076645
TX,General Surgery,1472,92813,22083.0,1484.960121921532,0.9912724108006608
SC,Ophthalmology,275,21448,19645.0,305.27183835760945,0.9008364527809878
MA,Colorectal Surgery (Proctology),42,39945,1641.0,47.491831083470025,0.8843626165136111
HI,Pediatric Medicine,36,4975,8801.0,31.72290962678738,1.1348265472345251
NJ,Cardiology,878,36308,19359.0,509.2524821913997,1.7240956710153228
AR,Psychiatry & Neurology,64,11827,15996.0,137.06731332123874,0.46692386718054335
OH,Osteopathic Manipulative Medicine,15,53444,680.0,26.330298094813045,0.5696859164292916
IL,Interventional Cardiology,259,53002,4708.0,180.79092210584886,1.4325940538560977
GA,Orthopedic Surgery,643,36843,21056.0,562.0549356919706,1.1440162858962788
CA,Dermatology,1923,139057,14371.0,1447.8639438876942,1.3281634701369154
SC,Clinical Cardiac Electrophysiology,41,21448,2624.0,40.77542905830324,1.0055075065274153
MO,Orthopaedic Surgery,94,25377,2630.0,48.35528374939865,1.9439447504259344
MI,Certified Registered Nurse Anesthetist (CRNA),4,46434,251.0,8.444184745752889,0.47369877856022174
UT,Critical Care (Intensivists),16,11191,2041.0,16.548544737406466,0.9668523881639858
WA,Specialist,40,32568,2763.0,65.19583954001936,0.6135360827042756
OH,Cardiac Surgery,28,53444,673.0,26.05925090854291,1.0744744773465786
MD,Nephrology,198,26786,9323.0,180.9303638808548,1.0943436787115832
LA,Otolaryngology,216,20543,10640.0,158.362883920964,1.3639559639984935
CA,Ophthalmology,2519,139057,19645.0,1979.214193700769,1.2727273318962664
WA,Physical Medicine and Rehabilitation,238,32568,9040.0,213.3081395011853,1.1157567665095005
TX,Gastroenterology,1086,92813,14589.0,981.0298971477259,1.1069999019983663
OH,Interventional Cardiology,177,53444,4708.0,182.29859327997033,0.9709345355625818
AK,Physician Assistant,455,3054,129409.0,286.33960522578815,1.5890222368687614
NY,Advanced Heart Failure and Transplant Cardiology,61,104092,784.0,59.12638454984379,1.0316883141836068
OR,Physical Medicine and Rehabilitation,84,19079,9040.0,124.9602675492236,0.6722136695723
WV,General Surgery,149,8487,22083.0,135.78762193602236,1.0973017855059188
TX,Allergy/ Immunology,323,92813,3982.0,267.7675680610216,1.2062700585396937
UT,General Practice,31,11191,9086.0,73.66980768450522,0.4207965376095335
PA,Podiatry,965,64171,15771.0,733.2396589848663,1.31607720364716
CA,Clinical Cardiac Electrophysiology,202,139057,2624.0,264.36538784784005,0.7640939747992445
TX,Neurology,933,92813,14711.0,989.2337251998215,0.9431542579197222
ME,Maxillofacial Surgery,4,7200,821.0,4.282758260930047,0.9339775341724185
SC,Gastroenterology,184,21448,14589.0,226.70454822087882,0.8116290627779039
OR,Emergency Medicine,736,19079,54586.0,754.5443765975575,0.9754230802419083
AL,Anesthesiology,111,17811,6162.0,79.5166189452208,1.3959346042676712
MN,Urology,207,25375,10997.0,202.17534081226924,1.0238637371320705
MA,Psychiatry & Neurology,580,39945,15996.0,462.9368251134592,1.252870734268872
CA,General Surgery,2018,139057,22083.0,2224.8402667087853,0.9070314081402505
ND,Medical Genetics and Genomics,1,3423,120.0,0.29760214224854953,3.360190865712338
AZ,Orthopedic Surgery,407,29429,21056.0,448.95135310585465,0.9065570182256177
CO,Podiatry,201,23912,15771.0,273.2266401590457,0.7356530091026173
OH,Obstetrics & Gynecology,1273,53444,34222.0,1325.1109726480765,0.9606742576858005
MI,Anesthesiology,197,46434,6162.0,207.3030533997183,0.9502995579141224
OR,Internal Medicine,1544,19079,128195.0,1772.0444135478674,0.8713099898600779
OH,Rheumatology,191,53444,5185.0,200.76852297294948,0.9513443500589699
TX,Clinical Cardiac Electrophysiology,181,92813,2624.0,176.44954761228547,1.0257889716878916
VA,Urology,253,32413,10997.0,258.25061366494907,0.9796685336370153
IL,Rheumatology,209,53002,5185.0,199.10809921810247,1.0496810567764094
CO,Pulmonary Disease,163,23912,9770.0,169.261573416643,0.9630065271741867
MA,Hand Surgery,49,39945,1560.0,45.14762735540112,1.0853283521251977
CT,Psychiatry,450,19551,23900.0,338.54373757455267,1.3292226381854217
OH,Critical Care (Intensivists),85,53444,2041.0,79.02961531104916,1.0755461691854664
NC,Pulmonary Disease,283,44019,9770.0,311.5893777278023,0.9082466227305819
HI,Neurosurgery,10,4975,3843.0,13.85196474215929,0.7219192501670465
OK,Anesthesiology,69,14030,6162.0,62.63646981087238,1.1015946493846474
MN,Hematology-Oncology,183,25375,8974.0,164.98331439931837,1.1092030770886008
FL,Physical Medicine and Rehabilitation,562,93928,9040.0,615.1930400106648,0.9135343923758587
UT,Optometry,253,11191,33182.0,269.0415538836949,0.9403751812605513
MN,Nephrology,171,25375,9323.0,171.39953645474094,0.9976689758735349
MA,Otolaryngology,292,39945,10640.0,307.92997119324866,0.9482675520946565
CA,Gastroenterology,1423,139057,14589.0,1469.827226872004,0.9681409991488191
IA,Preventive Medicine,11,13211,1051.0,10.059729813538594,1.0934687316547977
IN,Orthopedic Surgery,448,26170,21056.0,399.2339838519901,1.122148960560655
PA,Pulmonary Disease,513,64171,9770.0,454.2357154449397,1.1293695818205283
MO,Cardiac Surgery,25,25377,673.0,12.373804548800491,2.0203971948484902
IN,Cardiology,381,26170,19359.0,367.05787867546906,1.037983441126073
RI,General Surgery,92,5750,22083.0,91.99703383199346,1.0000322419961056
FL,Specialist,237,93928,2763.0,188.02858070237468,1.260446678450128
CA,Allergy/ Immunology,465,139057,3982.0,401.1825359794585,1.1590733850483688
IN,Thoracic Surgery (Cardiothoracic Vascular Surgery),11,26170,292.0,5.53648951770427,1.9868185363351323
FL,Colorectal Surgery (Proctology),128,93928,1641.0,111.67386932052003,1.146194725577401
WV,Ophthalmology,93,8487,19645.0,120.79644219232709,0.7698902245144709
MA,Certified Nurse Midwife,109,39945,2911.0,84.24663027664914,1.2938202945573696
NM,Psychiatry,121,8297,23900.0,143.67026702757218,0.8422062720658725
OH,Orthopaedic Surgery,74,53444,2630.0,101.83629998435046,0.7266564084847136
OR,Otolaryngology,142,19079,10640.0,147.07712906236054,0.9654798193660155
ME,Orthopedic Surgery,93,7200,21056.0,109.8389256298941,0.8466943705673758
FL,Psychiatry & Neurology,836,93928,15996.0,1088.5650296471897,0.7679835170444089
LA,Physical Medicine and Rehabilitation,114,20543,9040.0,134.54891641405214,0.8472754968102736
SD,Optometry,181,4029,33182.0,96.86072921074138,1.8686623719938709
NY,Rheumatology,411,104092,5185.0,391.0335508813011,1.0510607058491503
OR,Specialist,22,19079,2763.0,38.19305522549832,0.5760209511940912
NJ,Pediatric Medicine,373,36308,8801.0,231.51666386520526,1.6111151299984603
IN,Maxillofacial Surgery,21,26170,821.0,15.566636623408238,1.3490390061794963
AZ,Cardiology,358,29429,19359.0,412.7682961994795,0.8673146733803133
KY,Cardiology,234,19073,19359.0,267.5160458531609,0.8747138858670265
SD,Obstetrics & Gynecology,83,4029,34222.0,99.89656666415502,0.8308593855786852
MD,Hospitalist,370,26786,19522.0,378.86115667510967,0.9766110710507372
NY,General Practice,311,104092,9086.0,685.2325638008682,0.45386050872266787
NJ,Orthopedic Surgery,634,36308,21056.0,553.893293301416,1.1446247998799868
NJ,Vascular Surgery,125,36308,3467.0,91.20193996371624,1.3705848806476044
NE,Diagnostic Radiology,12,8338,3322.0,20.068246497690243,0.5979595676872487
WA,Naturopath,486,32568,1718.0,40.53798491847747,11.988755755308354
IN,Oral Surgery (Dentist only),92,26170,5806.0,110.08513061572258,0.8357168628081764
MD,Urology,214,26786,10997.0,213.41748488659877,1.0027294629290133
IL,General Practice,167,53002,9086.0,348.909583316428,0.4786340300906748
NY,Plastic and Reconstructive Surgery,294,104092,3815.0,287.71321053272203,1.0218508891393534
MS,Pediatric Medicine,64,10666,8801.0,68.01136765413351,0.9410191591127383
LA,Specialist,64,20543,2763.0,41.12374513849846,1.556278490309135
ID,Thoracic Surgery,8,7492,1613.0,8.755481687136655,0.9137132925254597
ID,Undefined Physician type,3,7492,178.0,0.9661969871731709,3.104956897844592
AK,Psychiatry,60,3054,23900.0,52.882848680511685,1.1345833573090234
VT,Addiction Medicine,3,2878,405.0,0.8444884628091509,3.5524464005353513
MO,General Practice,87,25377,9086.0,167.05555442853085,0.52078483889753
NJ,Oral Surgery (Dentist only),221,36308,5806.0,152.73102492914234,1.4469882599329784
NY,Orthopaedic Surgery,186,104092,2630.0,198.34488694654232,0.9377604982080052
MO,Plastic and Reconstructive Surgery,65,25377,3815.0,70.14274049580071,0.9266817854641908
CT,Gynecological Oncology,23,19551,1038.0,14.703280318091451,1.5642767805834432
SC,Neurology,173,21448,14711.0,228.60035704142493,0.7567792204657426
NY,Neuropsychiatry,349,104092,2639.0,199.02363370795635,1.7535605872421978
AZ,Oral Surgery (Dentist only),113,29429,5806.0,123.79424183760412,0.9128049764078346
IA,Nephrology,69,13211,9323.0,89.23583354102789,0.7732319771325488
WV,Neurology,68,8487,14711.0,90.45744266181337,0.7517347163375669
VA,Nephrology,211,32413,9323.0,218.93884433921255,0.9637394434817035
NE,Psychiatry,105,8338,23900.0,144.3802201369045,0.7272464323744394
KY,Neurosurgery,65,19073,3843.0,53.10523085973952,1.2239848871324315
AZ,Pediatric Medicine,104,29429,8801.0,187.6529663129097,0.5542145271851493
FL,Hand Surgery,128,93928,1560.0,106.16163079830058,1.2057086824823815
KY,Pediatric Medicine,129,19073,8801.0,121.61830257521923,1.0606956129832128
UT,Obstetrics & Gynecology,263,11191,34222.0,277.4739333677237,0.9478367816679124
NH,Medical Oncology,23,7126,3617.0,18.67420984298292,1.2316451509000557
MA,Physical Medicine and Rehabilitation,198,39945,9040.0,261.62471236719625,0.7568092410249934
MS,Cardiology,108,10666,19359.0,149.6002802427418,0.7219237813241989
IL,Plastic and Reconstructive Surgery,133,53002,3815.0,146.499016107437,0.9078559265030332
ID,Anesthesiology,14,7492,6162.0,33.44778558966898,0.4185628361694647
DC,Osteopathic Manipulative Medicine,4,5191,680.0,2.5574541091642566,1.5640554353122484
OR,Naturopath,411,19079,1718.0,23.74798004973077,17.306735105020415
PR,Nephrology,110,11379,9323.0,76.86129360861072,1.4311494750548508
NY,Chiropractic,3,104092,46.0,3.469150113893896,0.8647651158089249
NV,Hospitalist,129,10293,19522.0,145.58418149992175,0.8860852784343836
NC,Medical Oncology,97,44019,3617.0,115.35504393464286,0.8408821729109448
KS,Otolaryngology,95,11495,10640.0,88.61321864729987,1.072074815137016
GA,Cardiology,554,36843,19359.0,516.7563402384527,1.0720719938227783
WI,Pain Management,51,25408,2816.0,51.83833442493726,0.9838279058492672
OK,Plastic Surgery,19,14030,1407.0,14.302095589726944,1.3284766474115524
IL,Critical Care (Intensivists),70,53002,2041.0,78.376013597714,0.8931303952162437
