State,Specialty,Count,state_total,specialty_total,expected,location_quotient
VA,General Acute Care Hospital,2,32413,75.0,1.7612799877122107,1.1355377986198953
GA,Undefined Physician type,2,36843,178.0,4.751414254994812,0.4209273055696095
IN,Psychiatric Residential Treatment Facility,1,26170,2.0,0.03792116108016623,26.370500573175395
MN,Specialist,12,25375,2763.0,50.79662332129671,0.2362361750720731
PA,"Neuromusculoskeletal Medicine, Sports Medicine",4,64171,49.0,2.2781525134904856,1.755808698633339
LA,Registered Nurse,2,20543,765.0,11.386053214242244,0.17565349136945013
ID,Undersea and Hyperbaric Medicine,1,7492,112.0,0.6079441717044671,1.644887880405766
DE,Surgery,2,4341,465.0,1.4624823942641527,1.3675378300921694
VT,Pain Management,2,2878,2816.0,5.871801262396467,0.3406109830058753
WA,Psychologist,3,32568,42.0,0.9910333914878079,3.027143208056988
NJ,Health Maintenance Organization,1,36308,7.0,0.18414005761350266,5.430648892805993
IL,Hematopoietic Cell Transplantation and Cellular Therapy,3,53002,147.0,5.644916216983812,0.5314516433342138
HI,Hospital,1,4975,30.0,0.10813399486463145,9.247785594639867
MS,Certified Registered Nurse Anesthetist (CRNA),1,10666,251.0,1.9396492763535407,0.5155571227185762
FL,Psychologist,1,93928,42.0,2.8581977522619386,0.3498708230417625
IN,Pharmacy,1,26170,128.0,2.4269543091306387,0.41203907145586555
WV,Technician,2,8487,4.0,0.024595865042978282,81.31448097089667
VT,Thoracic Surgery,1,2878,1613.0,3.3633577543485442,0.29732192440934435
AZ,Specialist/Technologist,1,29429,22.0,0.46907911133780406,2.131836561956512
ME,Certified Clinical Nurse Specialist,6,7200,2049.0,10.688637852187169,0.5613437449162193
AK,Neuropsychiatry,5,3054,2639.0,5.83924006978537,0.856275806482432
SD,Hematology,2,4029,854.0,2.4928896011684993,0.8022818174790148
VA,Legal Medicine,1,32413,124.0,2.9119829130175217,0.3434086084535974
NE,Neuropsychiatry,4,8338,2639.0,15.942234349007993,0.2509058587668359
WV,Sleep Medicine,1,8487,744.0,4.5748308979939605,0.21858731443789425
CT,Colon & Rectal Surgery,1,19551,115.0,1.6289761431411531,0.6138825324180015
PR,Marriage and Family Therapist,1,11379,13.0,0.10717546035738919,9.330494095060402
AR,Adult Congenital Heart Disease,1,11827,53.0,0.4541490126297608,2.2019204538384347
SD,Geriatric Medicine,2,4029,1901.0,5.549160575903182,0.36041487223938906
IL,Physical Medicine & Rehabilitation,4,53002,46.0,1.7664363672194239,2.26444613246752
VI,Anesthesiology,2,187,6162.0,0.8348552996887479,2.3956247277170584
AK,Advanced Heart Failure and Transplant Cardiology,2,3054,784.0,1.7347344504402158,1.1529142108709889
DE,Clinical Pharmacology,1,4341,18.0,0.05661222171345107,17.664030305357187
ID,Micrographic Dermatologic Surgery,3,7492,357.0,1.9378220473079888,1.5481297697936622
TN,Clinical Medical Laboratory,1,29129,5.0,0.10552211512267502,9.476686463661643
VI,Interventional Pain Management,1,187,1615.0,0.21880741788337033,4.570228969719045
MT,Neurological Surgery,2,4847,561.0,1.9700796677659989,1.0151873717208248
IL,Physical Therapist in Private Practice,1,53002,23.0,0.8832181836097119,1.13222306623376
DC,Physical Medicine & Rehabilitation,2,5191,46.0,0.17300424856111146,11.560409739264447
UT,Case Manager/Care Coordinator,1,11191,19.0,0.15405308672744872,6.4912688297457075
AZ,Certified Registered Nurse Anesthetist (CRNA),1,29429,251.0,5.351766224808583,0.18685420064957473
NJ,Undefined Physician type,1,36308,178.0,4.68241860788621,0.2135648440991121
CT,Community/Behavioral Health,1,19551,7.0,0.09915506958250497,10.085213032581454
OK,Addiction Medicine,4,14030,405.0,4.1168078989619135,0.9716265850074356
KY,Certified Registered Nurse Anesthetist (CRNA),1,19073,251.0,3.4684915289603486,0.2883097714526469
AZ,Health Maintenance Organization,1,29429,7.0,0.14925244451657402,6.700057766149037
CT,Advanced Heart Failure and Transplant Cardiology,3,19551,784.0,11.105367793240557,0.27013963480128894
IL,Peripheral Vascular Disease,1,53002,55.0,2.1120434825449634,0.47347510042502683
MS,Plastic Surgery,1,10666,1407.0,10.872854708483791,0.09197216617083344
DC,Pathology,2,5191,668.0,2.512322566061358,0.7960761197697073
NJ,Certified Registered Nurse Anesthetist (CRNA),5,36308,251.0,6.602736351569881,0.7572617978016325
PR,Surgery,4,11379,465.0,3.833583774321998,1.0434100923508405
IN,Licensed Clinical Social Worker,1,26170,41.0,0.7773838021434077,1.286365881618312
GA,Pharmacy,4,36843,128.0,3.4167473294344717,1.1707040686154766
MI,Exclusive Provider Organization,1,46434,3.0,0.100926510905413,9.908199451551306
MA,"Medical Genetics, Ph.D. Medical Genetics",1,39945,23.0,0.6656380956245037,1.5023178609718797
VI,Plastic Surgery,1,187,1407.0,0.19062664827362358,5.245856280096842
UT,Physical Medicine & Rehabilitation,1,11191,46.0,0.3729706310243495,2.6811762557645316
MO,Physical Medicine & Rehabilitation,1,25377,46.0,0.8457578146282654,1.1823715757678555
MS,Medical Genetics and Genomics,1,10666,120.0,0.9273223631969119,1.078373648353022
OR,Psychologist,1,19079,42.0,0.5805676147198442,1.7224522599018117
OH,Other Clinic/Center,1,53444,14.0,0.5420943725402686,1.8446972531996109
MD,Naturopath,2,26786,1718.0,33.34102382787821,0.059986160302842685
MA,Psychologist,2,39945,42.0,1.2155130441838764,1.6453957524930112
DC,Sports Medicine,3,5191,1743.0,6.555356635696028,0.4576410051688163
OH,Case Manager/Care Coordinator,2,53444,19.0,0.7356995055903646,2.7185012152415315
NC,Nursing Home Administrator,1,44019,1.0,0.031892464455251,31.355369272359667
NV,Surgery,2,10293,465.0,3.4677105008433364,0.5767494142067529
OR,Medical Toxicology,1,19079,33.0,0.456160268708449,2.1922119671477605
ID,Maxillofacial Surgery,1,7492,821.0,4.45644790151221,0.22439396176059173
GA,Dental Assistant,1,36843,2.0,0.05338667702241362,18.731265097847626
TX,Technician,1,92813,4.0,0.2689779689211669,3.7177766045704805
FL,Adult Congenital Heart Disease,1,93928,53.0,3.6067733540448272,0.27725612391988724
MT,Micrographic Dermatologic Surgery,2,4847,357.0,1.2536870613056357,1.5952944412755816
OK,Behavior Analyst,1,14030,16.0,0.16263932440343362,6.1485744832501785
NY,Case Manager/Care Coordinator,1,104092,19.0,1.4329098296518266,0.6978806197756237
PA,Electrodiagnostic Medicine,1,64171,1.0,0.04649290843858134,21.508656558258405
TX,Acupuncturist,1,92813,57.0,3.832936057126628,0.2608966038295074
MP,Obstetrics & Gynecology,1,32,34222.0,0.7934202365979053,1.2603661387411607
TN,Registered Dietitian or Nutrition Professional,1,29129,14.0,0.29546192234349006,3.3845308798791587
NJ,Hospital,2,36308,30.0,0.78917167548644,2.5343028166427968
ID,Neurological Surgery,2,7492,561.0,3.0451489314839826,0.6567823265791294
OH,Physical Medicine & Rehabilitation,1,53444,46.0,1.7811672240608825,0.5614295987998815
AZ,Medical Genetics and Genomics,1,29429,120.0,2.5586133345698405,0.39083670302536044
GA,"Psychologist, Clinical",1,36843,232.0,6.19285453459998,0.1614764232573071
AZ,"Psychologist, Clinical",2,29429,232.0,4.946652446835025,0.4043138307158901
MD,Oral Medicinist,1,26786,13.0,0.2522894701760284,3.9637009000109127
NJ,Pharmacy,1,36308,128.0,3.367132482075477,0.2969886113253278
AK,Midwife,1,3054,139.0,0.30756133751427295,3.251383961593005
CA,Point of Service,1,139057,1.0,0.10074900451518295,9.925656385510978
CA,Pharmacy Technician,1,139057,5.0,0.5037450225759148,1.9851312771021954
MD,Clinical Pharmacology,2,26786,18.0,0.34932388178219315,5.725345744460207
VA,Ambulatory Surgical Center,1,32413,16.0,0.3757397307119383,2.66141671551538
MS,Certified Clinical Nurse Specialist,3,10666,2049.0,15.834029351587269,0.1894653554939424
NY,Chore Provider,1,104092,3.0,0.22624892047134104,4.4199105919122825
VI,Endocrinology,1,187,6582.0,0.891758776785352,1.1213794874044754
ND,Neurological Surgery,1,3423,561.0,1.391290015011969,0.7187574044304467
VT,Occupational Therapist in Private Practice,1,2878,8.0,0.016681253586353598,59.94753300903405
CO,"Neuromusculoskeletal Medicine, Sports Medicine",1,23912,49.0,0.8489065606361829,1.1779859484777517
MS,Pharmacy,1,10666,128.0,0.9891438540767059,1.0109752953309583
NY,Other Clinic/Center,1,104092,14.0,1.055828295532925,0.9471236982669177
OH,Physical Therapist in Private Practice,1,53444,23.0,0.8905836120304412,1.122859197599763
MD,Legal Medicine,2,26786,124.0,2.406453407832886,0.8310985758087398
OK,Undersea and Hyperbaric Medicine,1,14030,112.0,1.1384752708240353,0.878367783321454
TX,Physical Therapy Assistant,2,92813,6.0,0.4034669533817503,4.957035472760641
MS,Clinic/Center,1,10666,191.0,1.4759880947550847,0.6775122398029457
KY,Hospital,1,19073,30.0,0.4145607405131891,2.412191754487146
KY,Medical Genetics and Genomics,1,19073,120.0,1.6582429620527563,0.6030479386217865
MT,Integrative Medicine,1,4847,24.0,0.0842814831129839,11.86500240698714
NM,Midwife,1,8297,139.0,0.8355718458925746,1.1967851776190233
SD,Oral & Maxillofacial Surgery,1,4029,595.0,1.736849312289528,0.5757551866614107
MT,Addiction Medicine,1,4847,405.0,1.4222500275316035,0.703111253747386
OK,Maxillofacial Surgery,1,14030,821.0,8.345430333451189,0.11982605570280493
AR,Medical Toxicology,1,11827,33.0,0.28277202673173785,3.5364176985890015
AL,Undersea and Hyperbaric Medicine,1,17811,112.0,1.4452874589199496,0.6919038796249509
SD,Peripheral Vascular Disease,1,4029,55.0,0.16054909609398998,6.228624292064352
OH,"Assistant, Podiatric",1,53444,2.0,0.07744205322003837,12.912880772397274
IN,Undefined Physician type,1,26170,178.0,3.3749833361347945,0.29629775924916174
FL,Contractor,1,93928,19.0,1.2929942212613532,0.7733986614607381
IN,Hospital,1,26170,30.0,0.5688174162024935,1.758033371545026
MA,Nurse Practitioner,7268,39945,258700.0,7486.981536437353,0.9707516927387063
FL,Dentist,8912,93928,131246.0,8931.595766508819,0.9978060173096617
WA,Dentist,3205,32568,131246.0,3096.884964266877,1.034910898202742
NJ,Physician Assistant,2748,36308,129409.0,3404.1972451008237,0.8072387708893205
AR,Dentist,902,11827,131246.0,1124.6271945585959,0.8020435610700534
WA,Nurse Practitioner,5028,32568,258700.0,6104.2937709022835,0.8236825075436703
MA,Dentist,3739,39945,131246.0,3798.3624999275485,0.9843715548664245
NC,Emergency Medicine,1503,44019,54586.0,1740.8820647543312,0.8633554394232326
PA,Family Practice,5669,64171,116485.0,5415.726439468147,1.046766313506176
FL,Nurse Practitioner,20154,93928,258700.0,17605.137107384846,1.1447794968632183
MN,Ophthalmology,337,25375,19645.0,361.16527873574876,0.9330908031349558
NC,Internal Medicine,3183,44019,128195.0,4088.4544808409023,0.7785337992427225
PA,Internal Medicine,6281,64171,128195.0,5960.158397283935,1.0538310530240729
CA,Hospitalist,1968,139057,19522.0,1966.8220661454015,1.0005989020943349
MN,Gastroenterology,301,25375,14589.0,268.21278958899666,1.122243277292055
MN,Student in an Organized Health Care Education/Training Program,423,25375,66661.0,1225.5351817665437,0.34515532992718173
MI,Neuropsychiatry,46,46434,2639.0,88.78168742646164,0.5181248671140887
NC,Family Practice,3563,44019,116485.0,3714.993722069913,0.9590864121339011
TX,Hospitalist,1095,92813,19522.0,1312.746977319755,0.8341287536122685
AL,Optometry,564,17811,33182.0,428.19221840965866,1.3171654592293682
AR,Nurse Practitioner,3022,11827,258700.0,2216.7613125909265,1.3632500634305635
IN,Physician Assistant,1797,26170,129409.0,2453.6697671116162,0.7323723934192549
MI,Orthopaedic Surgery,166,46434,2630.0,88.4789078937454,1.8761533562253043
AZ,Diagnostic Radiology,109,29429,3322.0,70.83094581200842,1.5388753990282102
CO,Emergency Medicine,1061,23912,54586.0,945.6819085487077,1.1219417336938013
VA,General Surgery,514,32413,22083.0,518.5912795819834,0.9911466317256931
IA,General Surgery,273,13211,22083.0,211.36918503555924,1.2915789969766522
NH,Family Practice,603,7126,116485.0,601.4004239866921,1.0026597520545535
OR,Dentist,1915,19079,131246.0,1814.2185038457303,1.0555509140385437
CO,Family Practice,2598,23912,116485.0,2018.0587901164442,1.2873757755343156
LA,Nurse Practitioner,4385,20543,258700.0,3850.420871273815,1.1388365445228155
MD,Student in an Organized Health Care Education/Training Program,1704,26786,66661.0,1293.6821824157098,1.3171704945476626
GA,Physician Assistant,3339,36843,129409.0,3454.358243396762,0.9666050145154235
KS,Nurse Practitioner,2822,11495,258700.0,2154.533803012827,1.3097961127617543
VA,Student in an Organized Health Care Education/Training Program,1417,32413,66661.0,1565.4491368117824,0.9051715361930467
MI,General Practice,188,46434,9086.0,305.6727593621942,0.615036813853724
LA,Dentist,1649,20543,131246.0,1953.429987132598,0.844156182131992
MS,Physician Assistant,274,10666,129409.0,1000.0321641579097,0.27399118730418565
ME,Pharmacist,147,7200,36112.0,188.3787653090205,0.7803427300251071
NJ,Pharmacist,305,36308,36112.0,949.952251505544,0.3210687690003543
GA,Pharmacist,839,36843,36112.0,963.9498403167004,0.870377238430115
KY,Physician Assistant,1323,19073,129409.0,1788.2630289690428,0.7398240519252511
KY,Pharmacist,191,19073,36112.0,499.0205820470761,0.38274974394138644
PA,Psychiatry & Neurology,804,64171,15996.0,743.7005633835471,1.0810802621180142
MD,Ophthalmology,471,26786,19645.0,381.24820320062133,1.2354156584762952
SC,Hospitalist,260,21448,19522.0,303.3604901205015,0.8570661258383458
CO,Internal Medicine,1737,23912,128195.0,2220.9301334848055,0.7821047469307452
PA,Emergency Medicine,3025,64171,54586.0,2537.861900028401,1.191948230109033
OR,Nurse Practitioner,2734,19079,258700.0,3576.0200459053262,0.764537101275629
AZ,Physician Assistant,3009,29429,129409.0,2759.229941777904,1.0905216540456781
MI,Obstetrics & Gynecology,1256,46434,34222.0,1151.302352068348,1.090938447006175
NV,Student in an Organized Health Care Education/Training Program,497,10293,66661.0,497.1205369821885,0.9997575296669089
ME,Physician Assistant,920,7200,129409.0,675.0639023004828,1.3628339433716186
AZ,Pharmacist,2119,29429,36112.0,769.9720394832173,2.75204798530374
TN,Optometry,821,29129,33182.0,700.2869648001206,1.172376527434484
VT,Pharmacist,21,2878,36112.0,75.29917868880014,0.2788875040296223
IA,Student in an Organized Health Care Education/Training Program,150,13211,66661.0,638.051045766219,0.23509090847091849
VA,Ophthalmology,455,32413,19645.0,461.33793811475175,0.9862618319649764
WI,Orthopaedic Surgery,43,25408,2630.0,48.414353528971944,0.888166356993037
CT,Cardiology,345,19551,19359.0,274.22042743538765,1.2581119620685062
WA,Podiatry,290,32568,15771.0,372.13303850367186,0.7792911942623405
MI,Interventional Cardiology,139,46434,4708.0,158.3873377808948,0.8775954059679045
NE,Orthopedic Surgery,138,8338,21056.0,127.19957804195236,1.0849092593254162
IL,Anesthesiology,372,53002,6162.0,236.62567162621937,1.5721033032612868
GA,Diagnostic Radiology,85,36843,3322.0,88.67527053422903,0.9585536022378375
TN,Obstetrics & Gynecology,664,29129,34222.0,722.235564745637,0.9193676307450369
PA,Specialist,149,64171,2763.0,128.45990601580024,1.1598949790736526
FL,Pulmonary Disease,668,93928,9770.0,664.8712390380748,1.004705814867931
IN,Infectious Disease,103,26170,5984.0,113.46011395185737,0.9078080076995539
VA,Gastroenterology,367,32413,14589.0,342.60418320977925,1.0712070020910487
GA,Psychiatry,514,36843,23900.0,637.9707904178427,0.8056795196898476
WI,General Practice,53,25408,9086.0,167.2596259179616,0.3168726446034007
CA,Nephrology,989,139057,9323.0,939.2829690950507,1.052930833988025
CA,Hematology-Oncology,981,139057,8974.0,904.1215665192518,1.0850310802525371
PA,Physical Medicine and Rehabilitation,527,64171,9040.0,420.29589228477533,1.2538785405090904
MD,Neurology,335,26786,14711.0,285.49464582765796,1.1734020406190961
MA,Medical Oncology,217,39945,3617.0,104.67882573364479,2.073007587534048
TX,Urology,748,92813,10997.0,739.487681056518,1.0115111031076547
VT,Psychiatry,100,2878,23900.0,49.83524508923138,2.0066119835659935
PA,Otolaryngology,483,64171,10640.0,494.68454578650545,0.9763798042893618
TN,General Practice,87,29129,9086.0,191.75478760092506,0.45370444768796114
TX,Hematology-Oncology,578,92813,8974.0,603.4520732746379,0.9578225439900769
PR,Dermatology,99,11379,14371.0,118.47834929200309,0.8355957066552596
CO,Radiation Oncology,83,23912,4884.0,84.61346208463505,0.9809313784723621
OH,Endocrinology,243,53444,6582.0,254.8617971471463,0.9534579239418225
AZ,Geriatric Medicine,24,29429,1901.0,40.53269957514389,0.5921145211536235
NC,Psychiatry & Neurology,427,44019,15996.0,510.151861426195,0.8370056688733168
NY,Endocrinology,637,104092,6582.0,496.3901315141223,1.2832648345707036
NV,Ophthalmology,121,10293,19645.0,146.50144685820933,0.8259304095276904
MN,General Surgery,459,25375,22083.0,405.9869101716233,1.130578322847814
OK,Interventional Cardiology,107,14030,4708.0,47.85662120571035,2.2358452666364284
PR,Ophthalmology,222,11379,19645.0,161.95860913237775,1.3707205883606168
CA,Urology,1178,139057,10997.0,1107.9368026534669,1.0632375395227727
MN,Neurology,372,25375,14711.0,270.455709619832,1.3754562642545223
CO,Physical Medicine and Rehabilitation,205,23912,9040.0,156.61459812553252,1.3089456695198027
WI,Obstetrics & Gynecology,554,25408,34222.0,629.9756678587368,0.8793990439075605
IA,Clinical Cardiac Electrophysiology,30,13211,2624.0,25.115824006398924,1.1944660860960286
MA,Pulmonary Disease,341,39945,9770.0,282.7514867065827,1.2060060372162182
PR,General Surgery,190,11379,22083.0,182.0581300824789,1.0436227149752837
VA,Allergy/ Immunology,132,32413,3982.0,93.51222548093364,1.4115801364059473
NY,Thoracic Surgery,75,104092,1613.0,121.6465029067577,0.616540535139655
MI,Optometry,971,46434,33182.0,1116.3144949544715,0.8698265626655702
MA,Podiatry,324,39945,15771.0,456.42514809104557,0.7098644791048411
NC,Certified Nurse Midwife,124,44019,2911.0,92.83896402923567,1.3356460974828575
FL,Podiatry,1271,93928,15771.0,1073.253255974358,1.1842498431054065
MN,Dermatology,282,25375,14371.0,264.2049488781596,1.0673532089289015
AL,Rheumatology,76,17811,5185.0,66.9090667366066,1.1358699755771613
NH,Internal Medicine,583,7126,128195.0,661.8579847445936,0.8808536172982421
VA,Neurology,317,32413,14711.0,345.46919865645776,0.9175926572696625
MD,General Surgery,334,26786,22083.0,428.5621822997873,0.7793501475273913
GA,Infectious Disease,168,36843,5984.0,159.73293765106155,1.0517555268844923
OK,Obstetrics & Gynecology,345,14030,34222.0,347.8651849833941,0.9917635190094379
IA,Ophthalmology,176,13211,19645.0,188.03367477351634,0.9360025549252775
ID,Rheumatology,19,7492,5185.0,28.14455830613984,0.6750860963362527
MD,Dermatology,296,26786,14371.0,278.89630583843876,1.061326356081135
ND,Optometry,167,3423,33182.0,82.29195236742808,2.029360043061758
OK,Optometry,596,14030,33182.0,337.2936288971709,1.7670063972115515
NJ,Sports Medicine,55,36308,1743.0,45.850874345762165,1.1995409200977092
NY,Anesthesiology,488,104092,6162.0,464.7152826481345,1.050105340240114
NJ,Psychiatry,738,36308,23900.0,628.7067681375305,1.1738381665370612
IL,Interventional Pain Management,45,53002,1615.0,62.017276805638474,0.7256042560693136
HI,Infectious Disease,19,4975,5984.0,21.569127508998488,0.8808886679386235
LA,Medical Oncology,13,20543,3617.0,53.83445029531267,0.24148105773696182
PA,Radiation Oncology,267,64171,4884.0,227.07136481403126,1.1758417897327997
MT,Optometry,163,4847,33182.0,116.52617386062633,1.3988273586924747
TX,Nephrology,856,92813,9323.0,626.9204010630096,1.365404600884836
HI,Psychiatry,107,4975,23900.0,86.14674924215639,1.2420666007863586
HI,Physician Assistant,274,4975,129409.0,466.45040471456974,0.5874150761379788
CA,Preventive Medicine,194,139057,1051.0,105.88720374545728,1.8321382861932727
CO,Psychiatry & Neurology,262,23912,15996.0,277.1246804884976,0.9454228311176155
CO,Otolaryngology,197,23912,10640.0,184.33399602385686,1.0687122519413288
CT,Oral Surgery (Dentist only),74,19551,5806.0,82.2420477137177,0.8997830435544597
AL,Obstetrics & Gynecology,503,17811,34222.0,441.61274481391536,1.139006982717294
MT,Obstetrics & Gynecology,97,4847,34222.0,120.17837146218896,0.8071335866830127
NC,Physical Medicine and Rehabilitation,241,44019,9040.0,288.30787867546906,0.8359119463095883
SC,Urology,165,21448,10997.0,170.8869639307015,0.9655505382312907
MI,Plastic and Reconstructive Surgery,109,46434,3815.0,128.34487970138355,0.8492742387043976
KS,Dentist,1063,11495,131246.0,1093.0573773104811,0.9725015557880057
WI,Interventional Cardiology,86,25408,4708.0,86.66721536669198,0.9923014098945148
AK,Orthopedic Surgery,58,3054,21056.0,46.59001095468008,1.244902046844738
GA,Hematology,18,36843,854.0,22.796111088570616,0.7896083647804619
MD,Gastroenterology,327,26786,14589.0,283.1270061844675,1.1549587035400912
TX,Preventive Medicine,74,92813,1051.0,70.67396133403659,1.047061726881886
CT,Vascular Surgery,60,19551,3467.0,49.110089463220675,1.2217448727096079
NV,Neurology,84,10293,14711.0,109.7064283395835,0.7656798354603959
IN,Geriatric Medicine,27,26170,1901.0,36.044063606698,0.7490831304321258
CA,Registered Nurse,132,139057,765.0,77.07298845411496,1.712662278284247
OH,Plastic Surgery,36,53444,1407.0,54.48048444029699,0.660787075772995
MS,Psychiatry,95,10666,23900.0,184.69170400338493,0.5143706941934917
AZ,Psychiatry,388,29429,23900.0,509.5904891351599,0.7613956858937566
WI,Optometry,643,25408,33182.0,610.8308284404361,1.052664616882055
OH,Certified Clinical Nurse Specialist,242,53444,2049.0,79.33938352392931,3.0501875518986243
CT,Orthopedic Surgery,316,19551,21056.0,298.258449304175,1.0594838159227855
MS,Oral & Maxillofacial Surgery,3,10666,595.0,4.597973384184688,0.652461367070736
VI,Psychiatry,2,187,23900.0,3.2380788157353257,0.6176501913051261
WI,Hospice and Palliative Care,34,25408,1375.0,25.311686730926397,1.3432530341195328
AL,General Practice,73,17811,9086.0,117.24894510488092,0.6226068808951792
OR,Pulmonary Disease,116,19079,9770.0,135.05108561459232,0.8589342282744756
OH,Thoracic Surgery,60,53444,1613.0,62.457015921960945,0.9606606898249678
WV,Urology,57,8487,10997.0,67.62018196940804,0.8429436055908175
NH,Psychiatry & Neurology,52,7126,15996.0,82.58575080131456,0.6296485712783795
IN,Psychiatry,348,26170,23900.0,453.15787490798647,0.7679442844740616
VA,Dermatology,371,32413,14371.0,337.48472937882906,1.099308998907473
NJ,Geriatric Medicine,68,36308,1901.0,50.00717850332408,1.359804772738376
WI,Cardiac Surgery,18,25408,673.0,12.388920123573428,1.4529111351480832
OK,General Practice,86,14030,9086.0,92.35880634559987,0.9311510553546385
NJ,Infectious Disease,262,36308,5984.0,157.41344353702857,1.6644067629355266
NJ,Diagnostic Radiology,118,36308,3322.0,87.38761019886512,1.35030583547795
AK,Neurosurgery,10,3054,3843.0,8.50329654724713,1.1760144956061087
VT,Physician Assistant,299,2878,129409.0,269.8380431695541,1.1080720734849157
SC,Hematology-Oncology,124,21448,8974.0,139.45072422607214,0.8892029832629337
AL,Plastic and Reconstructive Surgery,50,17811,3815.0,49.230104069460786,1.015638722385249
NY,Medical Genetics and Genomics,14,104092,120.0,9.049956818853643,1.5469687071692988
NV,General Surgery,137,10293,22083.0,164.68269030134064,0.8319028535987228
LA,Pulmonary Disease,144,20543,9770.0,145.4140390890807,0.9902757732476267
MN,Clinical Cardiac Electrophysiology,57,25375,2624.0,48.241165253377694,1.1815634987384356
WI,Rheumatology,103,25408,5185.0,95.44806959989334,1.079120829072431
WA,Pulmonary Disease,204,32568,9770.0,230.53324368656862,0.8849049132252569
MO,Pain Management,49,25377,2816.0,51.7750870868086,0.9464011121380491
OR,Podiatry,166,19079,15771.0,218.0031393273015,0.7614569244838901
NC,Radiation Oncology,157,44019,4884.0,155.7627963994459,1.0079428697298254
NY,Plastic Surgery,95,104092,1407.0,106.11074370105895,0.8952910580632556
VA,Clinical Cardiac Electrophysiology,68,32413,2624.0,61.62131583675788,1.103514247896621
NY,Certified Clinical Nurse Specialist,37,104092,2049.0,154.52801268192593,0.23943878755600947
OH,Pain Management,118,53444,2816.0,109.03841093381402,1.0821874510957945
OH,Anesthesiology,195,53444,6162.0,238.59896597093822,0.8172709349618529
IL,Endocrinology,266,53002,6582.0,252.75400367474452,1.0524066726250596
NC,Otolaryngology,314,44019,10640.0,339.33582180387066,0.9253370255188847
AL,Interventional Cardiology,72,17811,4708.0,60.753690683885026,1.1851131871910798
NH,Emergency Medicine,261,7126,54586.0,281.8220675944334,0.9261162627463291
NE,Cardiology,80,8338,19359.0,116.94797831089267,0.6840648393880676
LA,Podiatry,151,20543,15771.0,234.73130096969206,0.6432887279038119
MO,Endocrinology,151,25377,6582.0,121.01691164963572,1.2477594903195874
NC,Colorectal Surgery (Proctology),21,44019,1641.0,52.3355341710669,0.40125701079802123
RI,Hematology-Oncology,39,5750,8974.0,37.38538158802288,1.0431884962355016
IN,Hematopoietic Cell Transplantation and Cellular Therapy,4,26170,147.0,2.787205339392218,1.4351292828938988
IL,Certified Clinical Nurse Specialist,156,53002,2049.0,78.68321992244782,1.982633656245354
NC,Specialist,31,44019,2763.0,88.11887928985851,0.35179748369277947
WV,Hospitalist,98,8487,19522.0,120.04011934225551,0.8163937235065949
WY,Psychologist,1,2187,42.0,0.06654968150281981,15.026367931717727
OR,Acupuncturist,14,19079,57.0,0.7879131914055029,17.76845489161869
OR,Medical Oncology,58,19079,3617.0,49.997930058135154,1.1600480246394287
FL,Medical Oncology,195,93928,3617.0,246.14526833170075,0.7922151066386605
MI,Osteopathic Manipulative Medicine,40,46434,680.0,22.87667580522695,1.7485057855678774
NE,Pediatric Medicine,32,8338,8801.0,53.166958888070994,0.601877569626797
RI,Urology,50,5750,10997.0,45.8131314155881,1.0913901419754795
MI,Rheumatology,145,46434,5185.0,174.43465301485548,0.8312568488765318
AR,Pulmonary Disease,72,11827,9770.0,83.71765761118421,0.8600336184081339
MT,Plastic and Reconstructive Surgery,14,4847,3815.0,13.3972440865014,1.0449910376796012
IN,Pharmacist,204,26170,36112.0,684.7044844634815,0.29793875259901303
AZ,Gynecological Oncology,18,29429,1038.0,22.13200534402912,0.8133018097637559
WY,Hospitalist,18,2187,19522.0,30.932925769001155,0.5819042186445343
RI,Nephrology,35,5750,9323.0,38.839303827182675,0.9011490050319686
PR,Neurology,108,11379,14711.0,121.28139979365788,0.8904910413612129
PA,Colorectal Surgery (Proctology),87,64171,1641.0,76.29486274771197,1.140312687732164
UT,Endocrinology,22,11191,6582.0,53.36723246526671,0.4122379779449568
IA,Neurology,99,13211,14711.0,140.80750265172813,0.7030875353628394
WA,Sleep Medicine,38,32568,744.0,17.555448649212597,2.1645701433955886
VT,Infectious Disease,12,2878,5984.0,12.477577682592491,0.9617251284871774
PA,Certified Nurse Midwife,110,64171,2911.0,135.34085646471027,0.8127627005868858
TN,Plastic and Reconstructive Surgery,73,29129,3815.0,80.51337383860104,0.9066816669034076
HI,Pharmacist,40,4975,36112.0,130.16449408505235,0.3073034645981347
IL,Pain Management,88,53002,2816.0,108.13662630630213,0.8137853288555148
SC,Nephrology,133,21448,9323.0,144.87398060615897,0.9180392465473943
MO,Plastic Surgery,33,25377,1407.0,25.869157503955858,1.2756503567985817
ME,Surgical Oncology,5,7200,982.0,5.122617067275646,0.9760635890472957
AL,Orthopaedic Surgery,39,17811,2630.0,33.938446579995244,1.1491392190881315
MN,Allergy/ Immunology,69,25375,3982.0,73.20743903923399,0.942527165347512
ME,Geriatric Medicine,20,7200,1901.0,9.916593732068232,2.016821555906248
TN,Hospice and Palliative Care,16,29129,1375.0,29.018581658735634,0.5513708487948592
DE,Student in an Organized Health Care Education/Training Program,255,4341,66661.0,209.65707286890898,1.2162718696327612
PR,Student in an Organized Health Care Education/Training Program,233,11379,66661.0,549.5710279141477,0.423967036407164
